安藤研, 3, 4
岩沼・吉川研, 4, 5
小澤・鳥谷研, 4, 5
小俣研, 3, 4
Kppl研, 3, 4
木下研, 3, 4
郷研, 3, 4
鈴木研, 3, 4
高橋研, 3, 4
豊浦研, 3, 4
鍋島研, 3, 4
服部研, 3, 4
福本研, 3, 4
古屋研, 3, 4
茅・朱研, 4, 5
李研, 3, 4
渡辺研, 3, 4
