安藤研究室, 3, 4
岩沼・吉川研究室, 5, 6
大渕・古屋研究室, 4, 6
小澤研究室, 3, 4
小俣研究室, 3, 4
木下研究室, 3, 4
郷研究室, 3, 4
鈴木研究室, 3, 4
高橋研究室, 3, 4
豊浦研究室, 3, 4
鍋島・盧研究室, 4, 5
服部研究室, 3, 4
福本・李研究室, 3, 4
茅・朱研究室, 4, 5
渡辺研究室, 3, 4
